sampling,invalid_value,missing_value,floating_point,unit_converter,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Workclass,ot_Workclass,corr_Education,ot_Education,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Country,ot_Country,corr_Age,ot_Age,corr_fnlwgt,ot_fnlwgt,corr_Education_Num,ot_Education_Num,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,utility_sp
4,3,1,1,1,2,1,4,5,2,2,2,2,1,0.16914250589078988,0.16914250589078988,0.19689,1.02441,0.049221330019361825,3.6997275204359674,35.4,0.34,311.29,0.3,293.36,0.31,1044.7,0.28,5201.02,0.28,1885.49,0.25,1004.8,0.51,1950.76,0.71,110.69,0.16,497.73,1.0,601.11,0.08,2472.25,0.13,1482.84,0.31,95.49,0.09,0.17938833735686344
1,1,6,1,1,2,2,3,6,1,1,1,1,1,0.1741907745224495,0.1741907745224495,0.1954,1.98407,0.0435409829484134,3.2615291262135924,518.43,0.31,1836.99,0.29,2935.59,0.21,1699.84,0.41,3011.68,0.34,135.08,0.14,664.27,0.34,147.5,0.09,543.61,0.38,1961.9,0.38,435.83,0.29,2043.21,0.08,285.35,0.14,54.14,0.27,0.19545330679113082
4,1,4,4,2,3,2,4,3,2,2,2,1,1,0.17736579966795793,0.17736579966795793,0.17311,0.98596,0.04329053513497188,4.341948310139165,0.0,1.0,199.28,0.4,478.39,0.26,206.32,0.63,623.03,0.66,0.0,1.0,131.15,1.0,0.0,1.0,11646.07,0.38,7816.03,0.26,7805.04,0.15,618.62,1.0,6969.82,1.0,6827.79,0.25,0.014992503748125937
1,1,9,3,1,3,2,3,6,1,2,1,2,1,0.17056691849395,0.17056691849395,0.19505,1.97876,0.04350078713191676,3.2295625942684767,524.38,0.31,1827.67,0.29,2898.48,0.21,1724.85,0.41,2973.71,0.34,140.89,0.14,657.85,0.34,148.48,0.09,1538.52,0.3,2826.79,0.29,1152.07,0.29,521.69,0.08,2421.55,0.14,547.82,0.19,0.13470870348343802
1,1,5,3,2,3,2,3,2,1,2,1,2,1,0.17056691849395,0.17056691849395,0.21342,2.60203,0.04280447596609799,3.141696113074205,350.75,0.28,1309.34,0.26,2366.5,0.17,1314.57,0.41,2418.19,0.28,78.18,0.1,583.41,0.28,104.16,0.06,720.18,0.24,2034.85,0.25,997.66,0.26,188.25,0.06,1367.76,0.09,204.99,0.26,0.1535059755837207
2,1,3,3,1,4,2,3,6,2,1,1,1,1,0.1339066339066339,0.1339066339066339,0.18923,1.90821,0.04270439621705645,3.326488706365503,179.1,0.31,485.79,0.27,871.25,0.21,492.38,0.41,887.48,0.35,37.71,0.13,190.51,0.34,56.75,0.08,474.58,0.3,638.55,0.32,275.71,0.27,234.09,0.08,208.0,0.13,96.94,0.3,0.1552305824182544
4,1,9,3,2,2,2,1,3,1,1,1,1,1,0.16629773104593248,0.16629773104593248,0.16424,0.97451,0.041059671918118254,4.860940695296524,110.66,0.0,466.28,0.0,1182.95,0.0,503.95,0.0,1229.49,0.0,64.61,0.0,271.95,0.0,72.9,0.0,9782.32,0.34,28344.02,0.35,72996.57,0.25,1178.99,1.0,1178.99,1.0,381268.18,0.39,0.04035792862833599
1,1,6,2,2,3,2,3,6,2,2,2,1,1,0.17056691849395,0.17056691849395,0.19505,1.97876,0.04350078713191676,3.2295625942684767,524.38,0.31,1827.67,0.29,2898.48,0.21,1724.85,0.41,2973.71,0.34,140.89,0.14,657.85,0.34,148.48,0.09,1538.52,0.3,2826.79,0.29,1152.07,0.29,521.69,0.08,2421.55,0.14,547.82,0.19,0.13470870348343802
1,4,4,3,1,3,2,4,5,1,2,2,2,1,0.16522326638412874,0.16522326638412874,0.19777,2.00996,0.04387955036359427,3.0512969979597786,498.7,0.31,1806.8,0.29,2313.46,0.18,1783.55,0.41,2972.46,0.33,167.48,0.15,647.74,0.33,155.48,0.1,22284.71,0.45,27420.36,0.22,24951.49,0.29,1954.23,0.08,2759.92,0.04,22134.18,0.25,0.18139142254496496
3,3,8,1,2,5,2,4,5,1,2,1,1,1,0.17316548971446116,0.17316548971446116,0.20042,1.94525,0.044960595232267864,3.2931596091205213,74.15,0.32,332.54,0.3,578.99,0.21,335.71,0.4,579.44,0.35,19.76,0.15,131.77,0.34,47.5,0.09,4271.67,0.3,137.67,0.33,1102.19,0.3,12888.12,0.09,850.17,0.16,403.77,0.31,0.17412390618632456
3,4,4,2,1,1,1,1,7,2,2,1,1,1,0.13754989253914646,0.13754989253914646,0.17534,1.92742,0.039448124814360365,3.947189097103918,24422.42,0.48,70.83,0.0,7979.16,0.32,330.68,0.0,40363.38,0.29,469.87,0.0,336.83,0.0,571.32,0.0,29.39,0.0,123.42,0.0,40.03,0.02,55.72,0.02,30001.08,0.3,60.81,0.0,0.015306552841139152
2,3,4,2,1,4,1,1,6,2,1,1,2,1,0.13411138411138412,0.13411138411138412,0.18413,1.97605,0.04108959424054663,3.269266480965645,48252.94,0.31,193.02,0.0,26586.11,0.3,490.93,0.0,113042.61,0.28,756.09,0.0,509.32,0.0,954.42,0.0,45.31,0.0,192.88,0.0,259.7,0.08,40546.85,0.12,127050.14,0.27,58.25,0.0,0.07004198745570434
3,4,4,2,2,1,1,4,6,1,2,1,2,1,0.13754989253914646,0.13754989253914646,0.19404,1.95996,0.04342269594824879,3.221448467966574,530.5,0.5,80.24,0.32,41.8,0.32,408.51,0.29,2248.52,0.29,569.99,0.19,395.4,0.4,687.8,0.35,30.17,0.15,140.16,0.34,776.34,0.08,706.84,0.04,440.36,0.29,53.47,0.09,0.17727991093672146
4,1,9,2,2,3,1,4,6,1,2,2,1,1,0.1720162331673123,0.1720162331673123,0.19693,0.9959,0.049237573645616414,3.760344827586207,14983.55,0.33,299.78,0.3,17323.69,0.3,1014.18,0.28,18844.04,0.28,1827.94,0.25,984.55,0.5,1881.4,0.71,107.21,0.17,482.75,1.0,855.91,0.08,9719.59,0.14,16406.5,0.2,87.31,0.09,0.14455417605578375
4,3,4,1,2,2,2,3,4,1,2,1,1,1,0.1710016602102933,0.1710016602102933,0.19238,0.99472,0.04809999074709833,3.869361452841242,290.3,0.31,1027.32,0.28,1467.23,0.23,942.03,0.52,1925.08,0.72,96.88,0.16,470.08,1.0,91.78,0.1,227.56,0.35,1028.22,0.4,198.88,0.28,1112.09,0.07,138.47,0.14,206.4,0.26,0.18731158684627305
4,4,9,4,2,2,2,5,8,2,1,2,1,1,0.20070097767939493,0.20070097767939493,0.1959,0.97398,0.048971980628118146,3.8898128898128896,307.8,0.3,1118.41,0.28,2135.87,0.26,1031.57,0.51,2198.99,0.71,101.27,0.16,553.54,1.0,98.56,0.09,2164.79,0.49,871.49,0.26,5554.88,0.28,684.88,0.07,385.92,0.1,1620.25,0.32,0.18301128758694493
4,2,3,1,2,4,1,3,4,1,2,1,1,1,0.1466519092418373,0.1466519092418373,0.19332,0.97681,0.04832857040942175,3.8790996784565914,477.31,0.45,261.03,0.31,483.63,0.23,892.72,0.28,422.84,0.28,1719.87,0.25,830.31,0.51,1769.81,0.71,80.85,0.16,433.76,1.0,485.11,0.07,238.98,0.04,431.64,0.25,95.34,0.09,0.17573461660298922
1,1,9,4,1,4,1,1,3,1,1,2,2,1,0.13531109882685338,0.13531109882685338,0.16938,2.01905,0.03752644363195539,3.7849056603773583,374984230.29,0.38,139.08,0.0,86104.03,0.27,581.3,0.0,213545.95,0.23,1244.95,0.0,567.76,0.0,1276.49,0.0,79.17,0.0,242.71,0.0,1674.81,1.0,37802072.67,1.0,955099.52,0.35,92.03,0.0,0.052825696316262355
3,2,1,1,1,2,2,5,7,2,2,2,1,1,0.18688060405851817,0.18735252477583766,0.17256,1.96562,0.03858476754856022,3.367088607594937,56.94,0.32,235.11,0.3,416.31,0.21,229.79,0.42,415.07,0.36,21.17,0.14,77.05,0.34,44.56,0.09,358.04,0.48,225.06,0.28,882.85,0.3,172.82,0.08,312.5,0.05,265.36,0.33,0.15637765544203763
3,4,7,3,1,4,1,4,5,2,1,2,2,1,0.1553576911268038,0.1553576911268038,0.20129,1.97392,0.04494332683970033,3.1634920634920634,2195.63,0.44,68.48,0.32,519.3,0.3,328.49,0.29,3987.75,0.29,571.37,0.21,337.75,0.4,574.15,0.34,22.94,0.15,128.88,0.34,528.79,0.09,524.11,0.06,2071.01,0.33,48.84,0.09,0.1547785110597944
2,2,5,4,2,5,1,3,4,2,1,2,1,1,0.16052416052416052,0.16154791154791154,0.20345,1.90549,0.04593501910334198,3.098809523809524,439.61,0.43,161.16,0.31,336.95,0.26,398.0,0.28,128.07,0.28,746.17,0.21,416.71,0.41,770.84,0.35,31.7,0.14,173.29,0.34,333.95,0.09,186.54,0.05,21.36,0.35,70.88,0.1,0.13938925078389822
4,2,4,3,1,5,2,3,1,1,1,2,2,1,0.1953514111787493,0.1965504519461354,0.19443,1.0,0.04861175168342403,3.853178155774396,357.01,0.31,1324.88,0.28,1870.15,0.23,1194.4,0.52,2500.43,0.71,116.7,0.16,625.14,1.0,107.16,0.09,1406.01,0.52,1346.34,0.27,271.43,0.28,842.13,0.07,434.72,0.04,278.53,0.26,0.20457480169710385
3,3,4,1,1,2,1,1,3,1,2,2,2,1,0.16211237334970832,0.16211237334970832,0.16012,1.97496,0.03575180339170606,3.9637883008356547,3348.69,0.38,34.11,0.0,8577.99,0.36,184.76,0.0,16891.36,0.27,272.98,0.0,167.22,0.0,330.38,0.0,17.84,0.0,62.39,0.0,449.32,1.0,449.32,1.0,178037.06,0.25,51.52,0.0,0.08740546726934295
2,2,3,1,2,3,1,3,3,1,2,2,2,1,0.1500819000819001,0.1500819000819001,0.16966,1.94382,0.03808338047224436,3.5017182130584192,230.05,0.39,0.0,1.0,123.28,0.24,78.84,0.39,50.05,0.14,289.36,0.22,78.71,0.56,280.92,0.32,0.0,1.0,47.97,0.34,373.82,1.0,373.82,1.0,12.51,0.25,0.0,1.0,0.12286809118659478
3,4,8,3,2,3,2,4,6,2,2,2,1,1,0.17899907890696962,0.17899907890696962,0.1911,1.90909,0.043126177024482085,3.2564102564102564,69.24,0.32,339.9,0.29,563.53,0.21,341.6,0.4,569.29,0.34,21.37,0.15,120.68,0.34,53.92,0.09,4603.38,0.49,5962.6,0.24,5101.78,0.29,294.98,0.09,287.43,0.1,4522.08,0.2,0.14087518906796015
4,3,8,2,2,1,1,3,6,2,1,2,2,1,0.12442353809260284,0.12442353809260284,0.19671,0.9913,0.04918010714441085,4.048529411764706,1094.36,0.24,313.41,0.3,407.39,0.37,1185.0,0.28,357.18,0.28,2023.91,0.33,1084.08,0.52,2488.04,0.71,107.45,0.15,625.94,1.0,149.8,0.06,109.25,0.13,298.91,0.24,90.8,0.09,0.14929163515839214
4,3,4,4,1,5,1,2,7,2,2,2,2,1,0.17164729754657812,0.17137059583102748,0.19618,0.97965,0.04904526872439142,3.8799812470698547,391.06,0.26,344.15,0.31,462.03,0.36,1272.99,0.28,355.09,0.28,1839.41,0.23,1168.96,0.51,2467.15,0.71,120.86,0.16,613.45,1.0,383.67,0.08,444.76,0.14,470.41,0.27,100.32,0.09,0.18288335109661594
2,1,2,2,1,3,2,5,4,2,2,2,1,1,0.15438165438165438,0.15438165438165438,0.20358,1.9518,0.04561863859365829,3.158455392809587,132.41,0.31,407.54,0.27,657.81,0.2,362.31,0.41,682.02,0.34,39.74,0.13,157.63,0.34,59.91,0.09,4801.48,0.31,2461.22,0.27,4786.17,0.27,383.95,0.09,3517.0,0.13,4412.16,0.24,0.16749039944708138
2,4,3,2,1,4,2,1,2,2,2,2,1,1,0.136977886977887,0.136977886977887,0.20591,2.36294,0.04303521404043272,3.196662693682956,141.33,0.0,343.95,0.0,735.17,0.0,377.24,0.0,741.19,0.0,20.47,0.0,170.72,0.0,55.23,0.0,103604.36,0.45,52450.18,0.25,93960.19,0.24,174.73,0.06,12.91,0.01,130035.84,0.3,0.10358695089870662
4,2,8,1,1,1,1,5,1,1,1,2,2,1,0.12765172477402692,0.12765172477402692,0.19457,0.99939,0.04864818338620907,3.8976417461113897,376.09,0.43,318.07,0.31,196.09,0.3,1171.87,0.28,8280.3,0.28,2133.55,0.26,1087.24,0.52,2210.92,0.71,100.33,0.16,567.36,1.0,2144.78,0.08,1913.55,0.09,1910.55,0.26,106.72,0.09,0.16890230677856818
4,3,6,4,1,5,2,4,4,2,1,1,2,1,0.1813318575908504,0.1813318575908504,0.2002,0.98776,0.050056530850706514,3.84375,251.53,0.3,777.12,0.28,1517.71,0.25,754.51,0.51,1572.8,0.71,77.87,0.16,415.9,1.0,76.8,0.09,12461.38,0.32,289.69,0.35,3894.08,0.28,36280.01,0.08,2320.77,0.14,1115.34,0.26,0.16944124350395895
1,1,6,1,2,3,1,5,5,1,2,2,1,1,0.16608316442478963,0.1665745347337387,0.19588,1.95096,0.043888005563781106,3.1396628826969386,18592.52,0.3,429.5,0.3,8443.59,0.27,1644.81,0.29,17881.61,0.29,2491.86,0.2,1590.65,0.41,2559.11,0.34,145.01,0.15,563.55,0.34,1592.44,0.09,11817.87,0.14,17140.07,0.23,134.94,0.1,0.180202245257203
4,2,7,4,2,4,1,2,4,2,2,1,2,1,0.14831211953514112,0.14831211953514112,0.19302,0.97816,0.048254998807636826,3.886842105263158,285.99,0.4,248.88,0.3,322.34,0.22,884.13,0.28,215.8,0.28,1694.4,0.25,843.63,0.51,1742.03,0.7,88.23,0.15,423.84,1.0,268.78,0.07,292.35,0.07,285.84,0.25,72.69,0.09,0.17309375683134892
4,4,3,3,2,3,1,1,3,2,2,2,1,1,0.15504519461353994,0.15504519461353994,0.17726,1.00817,0.04432155943818743,4.489722966934763,294815.41,0.45,128.29,0.0,2409400.28,0.27,537.19,0.0,168709.55,0.23,1357.91,0.0,579.57,0.0,1410.81,0.0,72.47,0.0,322.72,0.0,1368.01,1.0,1368.01,1.0,468520.01,0.26,67.46,0.0,0.10892821632833564
3,1,7,2,1,4,1,5,5,2,2,1,2,1,0.14676082284310715,0.14676082284310715,0.20027,1.98516,0.04463054504279791,3.3438538205980066,4370.86,0.26,75.13,0.32,264.81,0.38,341.11,0.29,3061.81,0.29,578.74,0.2,337.46,0.41,579.2,0.34,21.23,0.15,130.71,0.33,582.22,0.09,582.84,0.15,1770.97,0.31,50.07,0.09,0.16282254274093388
2,3,2,1,2,1,2,5,6,2,2,1,1,1,0.13124488124488123,0.13124488124488123,0.19005,1.89309,0.042993476443479985,3.398414271555996,179.98,0.31,516.22,0.28,802.56,0.3,486.99,0.41,959.92,0.35,43.01,0.14,205.3,0.35,54.78,0.08,7378.07,0.32,48.36,0.42,3164.71,0.28,1167.18,0.08,6.92,0.12,690.68,0.32,0.15452767571411638
2,4,2,2,1,1,1,2,1,1,1,1,2,1,0.12407862407862408,0.12407862407862408,0.19226,1.95238,0.043073055244042806,3.2531400966183575,196.2,0.49,194.62,0.31,195.52,0.32,494.5,0.28,213.18,0.28,886.77,0.21,519.41,0.41,905.36,0.35,38.83,0.13,201.59,0.34,195.9,0.09,205.28,0.13,208.34,0.31,66.87,0.09,0.1583648230848506
1,2,5,4,2,5,1,3,4,2,2,2,2,1,0.17394508936797495,0.1721638719980345,0.19203,1.96343,0.042936692662721106,3.239367707941287,1158.8,0.47,461.38,0.31,1169.58,0.21,1450.78,0.29,409.26,0.29,2387.03,0.21,1370.8,0.41,2451.87,0.34,121.45,0.14,514.15,0.34,915.84,0.08,507.87,0.04,61.64,0.31,135.7,0.1,0.23436525216059317
3,3,9,2,1,5,1,2,5,1,2,2,1,1,0.16948111759287687,0.16948111759287687,0.19423,1.97582,0.04335196402564821,3.346709470304976,121.85,0.27,77.63,0.32,137.89,0.34,361.4,0.3,126.65,0.3,569.87,0.2,356.64,0.41,569.17,0.35,19.9,0.15,127.59,0.34,128.58,0.09,152.33,0.15,173.3,0.29,50.37,0.1,0.19110366830055375
3,4,7,1,2,4,2,1,3,2,1,1,1,1,0.14798894688363526,0.14798894688363526,0.17396,1.91785,0.03920826194097659,4.1305555555555555,27.52,0.0,147.91,0.0,346.24,0.0,164.62,0.0,344.15,0.0,15.39,0.0,79.13,0.0,45.63,0.0,59974.2,0.37,30542.48,0.31,59475.64,0.25,446.91,1.0,446.91,1.0,219269.53,0.25,0.027182866556836903
1,1,4,4,1,2,1,3,3,2,2,2,2,1,0.17087402493704318,0.17087402493704318,0.17075,2.12508,0.03716166468212156,3.5337837837837838,408.31,0.34,0.0,1.0,709.75,0.37,357.75,0.41,75.14,0.18,772.5,0.2,350.93,0.57,978.54,0.29,0.0,1.0,172.33,0.32,1328.89,1.0,1328.89,1.0,73.37,0.29,0.0,1.0,0.11944239260989604
2,4,5,4,2,3,2,2,7,2,2,1,2,1,0.16195741195741195,0.16195741195741195,0.19404,1.88881,0.043928670831010756,3.248761149653122,189.5,0.31,505.59,0.28,889.32,0.21,522.26,0.41,908.51,0.35,38.35,0.13,201.93,0.35,59.59,0.09,213.71,0.49,200.43,0.22,192.29,0.28,227.24,0.08,246.36,0.05,188.67,0.21,0.18155244717586952
2,1,2,3,1,1,1,4,3,2,2,2,2,1,0.13533988533988534,0.13533988533988534,0.15009,1.94575,0.03368079078647532,3.509025270758123,343.79,0.37,0.0,1.0,14.03,0.38,67.8,0.41,1200.57,0.15,203.62,0.31,65.88,0.56,248.09,0.31,0.0,1.0,35.69,0.34,355.65,1.0,355.65,1.0,283.72,0.24,0.0,1.0,0.03272727272727273
2,1,1,4,2,4,1,2,1,1,1,2,1,1,0.1424352567014993,0.1424352567014993,0.19226,1.95238,0.043073055244042806,3.2531400966183575,206.21,0.3,194.62,0.31,206.21,0.35,494.5,0.28,206.21,0.28,886.77,0.21,519.41,0.41,905.36,0.35,38.83,0.13,201.59,0.34,206.21,0.09,206.21,0.13,206.21,0.23,66.87,0.09,0.15488050252735927
4,2,3,3,2,2,1,1,7,1,2,1,2,1,0.16740453790813503,0.16740453790813503,0.19452,0.99251,0.048633856180922246,3.9057377049180326,403795.4,0.59,305.38,0.0,176985.0,0.25,1150.94,0.0,99992.46,0.28,2098.05,0.0,1078.19,0.0,2173.61,0.0,97.73,0.0,556.94,0.0,1297.35,0.07,2152.68,0.04,94495.74,0.28,96.68,0.0,0.14020210585824325
1,4,7,2,1,5,1,3,4,1,1,1,1,1,0.18911614765677784,0.1890547263681592,0.18364,1.95453,0.04112075834855309,3.2716282584057423,971.44,0.41,445.84,0.31,1049.27,0.27,1542.53,0.29,386.79,0.29,2311.75,0.21,1419.1,0.41,2381.34,0.34,112.54,0.14,475.13,0.34,964.53,0.08,897.59,0.07,55.83,0.34,130.87,0.1,0.17543778444460903
2,1,4,4,1,1,1,3,3,1,1,1,1,1,0.13022113022113022,0.13022113022113022,0.15009,1.94575,0.03368079078647532,3.509025270758123,42.98,0.37,0.0,1.0,123.63,0.38,67.8,0.41,37.65,0.15,210.67,0.21,65.88,0.56,248.09,0.31,0.0,1.0,35.69,0.34,355.65,1.0,355.65,1.0,17.96,0.24,0.0,1.0,0.08760148656375072
2,3,8,2,2,3,1,2,3,2,1,2,1,1,0.1631859131859132,0.1631859131859132,0.14892,1.90196,0.0336662749706228,3.6457399103139014,91.79,0.4,0.0,1.0,30.31,0.2,54.01,0.56,6.74,0.14,217.94,0.24,53.49,0.56,212.94,0.32,0.0,1.0,29.84,0.34,1668.05,1.0,41.81,1.0,0.43,0.17,0.0,1.0,0.06494556585520805
4,3,4,1,2,2,1,5,4,1,1,1,2,1,0.17358420955543258,0.17358420955543258,0.20804,0.98293,0.05201172257648241,3.6845273931366647,489.68,0.3,252.57,0.3,202.6,0.35,965.94,0.28,4209.12,0.28,1373.64,0.23,889.92,0.51,1823.6,0.72,96.95,0.15,500.14,1.0,554.36,0.08,81.23,0.13,1162.09,0.24,86.31,0.09,0.194160794795171
3,1,2,3,1,2,1,1,8,1,1,2,1,1,0.1697881486030089,0.1697881486030089,0.19233,2.03178,0.04252812162699852,3.2972972972972974,5127.13,0.31,75.97,0.0,14297.88,0.33,351.21,0.0,25405.36,0.29,592.09,0.0,362.6,0.0,593.08,0.0,21.27,0.0,129.98,0.0,292.31,0.1,51.7,0.15,31524.35,0.33,49.8,0.0,0.10019485339601635
4,1,2,1,2,4,1,2,1,2,1,2,2,1,0.13392363032650803,0.13392363032650803,0.19457,0.99939,0.04864818338620907,3.8976417461113897,361.38,0.26,318.07,0.31,347.37,0.32,1171.87,0.28,351.39,0.28,2133.55,0.26,1087.24,0.52,2210.92,0.71,100.33,0.16,567.36,1.0,322.32,0.08,355.87,0.14,349.48,0.26,106.72,0.09,0.16562559117031173
4,2,1,2,2,3,2,3,2,2,2,2,2,1,0.16381866967942382,0.16381866967942382,0.19544,1.00673,0.048869090360574664,4.570304818092429,143.04,0.27,532.43,0.23,1225.76,0.24,581.07,0.52,1273.59,0.71,49.6,0.1,365.95,1.0,64.23,0.04,789.55,0.52,518.38,0.22,316.76,0.23,11.64,0.03,43.79,0.01,278.5,0.31,0.17449656398892877
2,2,3,4,2,3,2,4,8,2,1,1,2,1,0.15868140868140868,0.15868140868140868,0.195,1.82809,0.044582189916039607,3.3053191489361704,175.93,0.3,454.19,0.27,873.64,0.21,477.6,0.4,895.43,0.35,42.94,0.13,196.16,0.35,57.42,0.08,7144.27,0.44,9229.61,0.24,8047.68,0.27,535.92,0.07,758.41,0.04,7018.98,0.22,0.13907240718301825
4,1,3,3,2,1,2,2,2,2,1,2,1,1,0.13373916251614093,0.13373916251614093,0.20815,1.04359,0.052020723856494935,4.033662217063262,218.28,0.27,889.81,0.24,1738.04,0.31,854.26,0.52,2089.86,0.7,82.02,0.1,588.55,1.0,58.58,0.03,10.45,0.18,460.46,0.37,253.17,0.24,1204.3,0.07,366.52,0.11,286.18,0.26,0.1725370485717794
4,1,8,1,2,2,1,1,6,1,2,2,2,1,0.1723851687880465,0.1723851687880465,0.19608,0.99554,0.04902556919586083,3.896821261073476,14979.44,0.35,288.86,0.0,45208.88,0.36,1162.83,0.0,99267.99,0.28,2088.14,0.0,1051.98,0.0,2160.03,0.0,101.89,0.0,554.6,0.0,1109.53,0.08,168.72,0.14,101015.79,0.27,116.1,0.0,0.12645014049779052
3,2,7,4,1,1,2,1,5,1,1,2,1,1,0.13693583051888242,0.13693583051888242,0.17474,1.91109,0.03942265918664175,3.801904761904762,45.97,0.0,285.49,0.0,469.16,0.0,277.04,0.0,468.07,0.0,21.7,0.0,104.23,0.0,53.39,0.0,20657.31,0.42,9683.72,0.34,33959.41,0.29,92.92,0.05,26.79,0.03,25828.65,0.24,0.04840604787787027
3,3,1,1,2,3,1,5,3,1,2,1,2,1,0.17502524402558062,0.17502524402558062,0.18324,1.96943,0.04098804470241704,3.689655172413793,2501.65,0.38,0.0,1.0,1094.15,0.22,43.91,0.37,1402.88,0.13,137.08,0.22,61.19,0.47,139.57,0.3,0.0,1.0,29.32,0.34,184.03,1.0,1553.38,1.0,1293.92,0.22,0.0,1.0,0.0
4,3,6,2,1,3,2,1,8,1,2,1,2,1,0.1774580335731415,0.1774580335731415,0.1905,0.963,0.04761275816880029,3.9064200217627856,324.91,0.0,1133.5,0.0,2044.93,0.0,1031.21,0.0,2108.02,0.0,93.9,0.0,502.82,0.0,103.1,0.0,71307.35,0.3,398546.15,0.28,182746.2,0.29,378.92,0.08,67240.08,0.14,334644.01,0.27,0.12055330445167492
1,2,7,1,1,3,1,2,3,2,2,2,1,1,0.14550703273754684,0.14550703273754684,0.17816,2.10749,0.03889297950351628,3.3941299790356396,418.2,0.38,0.0,1.0,69.65,0.22,279.91,0.38,4.36,0.15,889.53,0.22,318.58,0.57,904.37,0.3,0.0,1.0,164.19,0.32,6469.01,1.0,6121.05,1.0,1.42,0.29,0.0,1.0,0.1332079337569002
1,1,6,1,1,5,2,5,3,2,2,1,2,1,0.18266691235182114,0.18266691235182114,0.16381,2.07661,0.035947097023382814,3.5908543922984357,0.0,1.0,280.15,0.41,737.99,0.23,289.04,0.47,753.15,0.3,0.0,1.0,130.86,0.33,0.0,1.0,13616.17,0.41,85.5,0.34,2188.6,0.17,1062.14,1.0,2123.28,1.0,892.25,0.37,0.09469777638584403
3,2,7,3,2,4,2,3,3,2,2,2,1,1,0.14798894688363526,0.14798894688363526,0.18373,1.96238,0.04112859833198818,3.8461538461538463,0.0,1.0,62.86,0.38,190.88,0.22,85.8,0.47,193.6,0.29,0.0,1.0,42.44,0.34,0.0,1.0,127.21,0.35,108.6,0.3,43.99,0.14,245.44,1.0,245.44,1.0,1.53,0.23,0.11833104650114674
2,4,5,4,1,1,2,2,5,1,1,2,1,1,0.12878787878787878,0.12878787878787878,0.20249,1.89555,0.04579018598727811,3.1697154471544717,182.93,0.31,480.08,0.28,874.52,0.21,505.55,0.41,896.8,0.35,35.88,0.13,207.51,0.35,60.89,0.09,196.48,0.47,242.99,0.32,192.55,0.28,223.41,0.08,209.49,0.05,226.87,0.33,0.1734417358414025
4,4,6,2,1,4,1,1,3,2,1,1,2,1,0.1537539199409703,0.1537539199409703,0.16835,0.98238,0.04209077338621626,4.742911153119093,192319.01,0.4,118.88,0.0,91629.45,0.27,473.56,0.0,230563.15,0.22,1304.28,0.0,528.91,0.0,1348.12,0.0,66.37,0.0,298.17,0.0,1280.86,1.0,1280.86,1.0,805821.25,0.4,62.93,0.0,0.024582403942477363
1,4,8,4,2,2,1,2,4,2,2,2,2,1,0.18844051348197285,0.18844051348197285,0.1988,1.98697,0.04427818055117607,3.1766455931573074,564.32,0.37,393.79,0.3,615.66,0.25,1457.94,0.29,512.62,0.29,2340.05,0.21,1383.11,0.41,2405.91,0.33,117.11,0.14,541.76,0.33,504.12,0.08,563.02,0.09,542.88,0.32,136.71,0.1,0.19067041496623824
3,2,4,3,1,4,2,4,5,2,2,2,1,1,0.158120970217992,0.158120970217992,0.19805,2.00407,0.043995979384039756,3.099861303744799,75.55,0.32,397.76,0.3,550.34,0.19,403.31,0.41,661.9,0.34,30.83,0.15,138.55,0.33,52.6,0.09,2403.38,0.52,391.85,0.3,4395.39,0.3,624.13,0.08,634.86,0.04,2269.82,0.29,0.17085126733620276
1,4,9,3,2,5,2,3,1,1,1,1,2,1,0.19415269332350593,0.19421411461212457,0.19308,2.00123,0.04290005221682242,3.2432667245873152,517.21,0.31,1877.82,0.29,2953.2,0.21,1781.03,0.41,3038.02,0.34,136.98,0.14,672.64,0.33,155.96,0.1,1208.64,0.36,1245.85,0.24,526.25,0.29,1300.17,0.08,1632.45,0.1,60.47,0.29,0.1651787088282442
2,1,2,4,2,2,2,4,8,2,2,1,2,1,0.15847665847665848,0.15847665847665848,0.19185,1.87645,0.043520062599198356,3.304392236976507,186.27,0.3,481.28,0.28,869.05,0.21,492.99,0.41,886.57,0.35,46.23,0.13,196.16,0.35,64.05,0.08,0.56,0.36,257.47,0.39,2252.56,0.28,379.15,0.08,1270.48,0.13,626.49,0.33,0.16731669102137048
2,2,6,3,2,2,1,1,5,2,2,2,1,1,0.17792792792792791,0.17792792792792791,0.19402,1.93082,0.043621605280406,3.236633663366337,165176.99,0.41,183.32,0.0,73979.68,0.24,467.79,0.0,47040.44,0.27,868.09,0.0,493.25,0.0,886.09,0.0,36.78,0.0,199.71,0.0,579.04,0.09,985.31,0.06,44446.81,0.35,59.6,0.0,0.1274504706322557
